Airport,Terminal,Date,Hour,All Passengers Average Wait Time,All Passengers Max Wait Time,Number of Passengers,Number of Flights,Number of Booths
HNL,Main Overseas Terminal,12/21/2017,1200 - 1300,7,21,252,1,24
HNL,Main Overseas Terminal,12/21/2017,1500 - 1600,18,41,178,1,10
HNL,Main Overseas Terminal,12/21/2017,1600 - 1700,12,41,204,1,10
HNL,Main Overseas Terminal,12/21/2017,1800 - 1900,4,11,43,1,5
HNL,Main Overseas Terminal,12/21/2017,1900 - 2000,17,46,205,1,5
HNL,Main Overseas Terminal,12/21/2017,2300 - 0000,16,30,77,1,3
HNL,Main Overseas Terminal,12/22/2017,0300 - 0400,11,36,162,1,4
HNL,Main Overseas Terminal,12/22/2017,0600 - 0700,22,72,1463,5,23
HNL,Main Overseas Terminal,12/22/2017,0700 - 0800,26,62,1177,5,32
HNL,Main Overseas Terminal,12/22/2017,0800 - 0900,22,49,1583,7,36
HNL,Main Overseas Terminal,12/22/2017,0900 - 1000,32,86,2285,9,42
HNL,Main Overseas Terminal,12/22/2017,1000 - 1100,32,63,1050,4,38
HNL,Main Overseas Terminal,12/22/2017,1100 - 1200,4,14,278,1,25
HNL,Main Overseas Terminal,12/22/2017,1200 - 1300,8,19,354,1,28
HNL,Main Overseas Terminal,12/23/2017,0500 - 0600,17,38,211,1,18
HNL,Main Overseas Terminal,12/23/2017,0600 - 0700,9,27,548,2,22
HNL,Main Overseas Terminal,12/23/2017,0700 - 0800,14,51,1336,5,33
HNL,Main Overseas Terminal,12/23/2017,0800 - 0900,17,45,1996,8,40
HNL,Main Overseas Terminal,12/23/2017,0900 - 1000,12,30,1363,6,44
HNL,Main Overseas Terminal,12/23/2017,1000 - 1100,8,33,1015,4,45
HNL,Main Overseas Terminal,12/23/2017,1100 - 1200,7,26,1498,5,34
HNL,Main Overseas Terminal,12/23/2017,1200 - 1300,6,17,346,1,28
HNL,Main Overseas Terminal,12/23/2017,1500 - 1600,21,64,714,3,14
HNL,Main Overseas Terminal,12/24/2017,0000 - 0100,9,28,80,1,3
HNL,Main Overseas Terminal,12/24/2017,0500 - 0600,21,50,545,2,20
HNL,Main Overseas Terminal,12/24/2017,0600 - 0700,12,32,772,3,21
HNL,Main Overseas Terminal,12/24/2017,0700 - 0800,12,34,1393,6,34
HNL,Main Overseas Terminal,12/24/2017,0800 - 0900,15,39,1760,7,39
HNL,Main Overseas Terminal,12/24/2017,0900 - 1000,9,28,1437,7,44
HNL,Main Overseas Terminal,12/24/2017,1000 - 1100,9,24,975,4,41
HNL,Main Overseas Terminal,12/24/2017,1100 - 1200,5,15,534,2,35
HNL,Main Overseas Terminal,12/24/2017,1300 - 1400,9,30,271,1,14
HNL,Main Overseas Terminal,12/24/2017,1400 - 1500,17,40,372,2,14
HNL,Main Overseas Terminal,12/25/2017,0100 - 0200,9,28,176,1,7
HNL,Main Overseas Terminal,12/25/2017,0200 - 0300,17,43,146,1,5
HNL,Main Overseas Terminal,12/25/2017,0600 - 0700,12,35,826,3,17
HNL,Main Overseas Terminal,12/25/2017,0700 - 0800,9,40,711,3,33
HNL,Main Overseas Terminal,12/25/2017,0800 - 0900,21,67,1949,8,37
HNL,Main Overseas Terminal,12/25/2017,0900 - 1000,15,39,1737,8,35
HNL,Main Overseas Terminal,12/25/2017,1000 - 1100,6,19,846,3,37
HNL,Main Overseas Terminal,12/25/2017,1100 - 1200,9,28,1128,4,36
HNL,Main Overseas Terminal,12/25/2017,1200 - 1300,17,39,489,2,22
HNL,Main Overseas Terminal,12/25/2017,1600 - 1700,19,51,168,1,4
HNL,Main Overseas Terminal,12/26/2017,0500 - 0600,17,46,581,2,13
HNL,Main Overseas Terminal,12/26/2017,0600 - 0700,25,55,576,2,14
HNL,Main Overseas Terminal,12/26/2017,0700 - 0800,19,63,983,4,32
HNL,Main Overseas Terminal,12/26/2017,0800 - 0900,22,53,1608,7,32
HNL,Main Overseas Terminal,12/26/2017,0900 - 1000,30,67,2586,11,35
HNL,Main Overseas Terminal,12/26/2017,1000 - 1100,15,31,463,2,28
HNL,Main Overseas Terminal,12/26/2017,1100 - 1200,4,13,317,2,19
HNL,Main Overseas Terminal,12/26/2017,1500 - 1600,13,32,112,1,5
HNL,Main Overseas Terminal,12/27/2017,0200 - 0300,11,27,90,1,5
HNL,Main Overseas Terminal,12/27/2017,0600 - 0700,7,22,271,1,14
HNL,Main Overseas Terminal,12/27/2017,0700 - 0800,18,49,1254,5,25
HNL,Main Overseas Terminal,12/27/2017,0800 - 0900,23,62,2232,9,37
HNL,Main Overseas Terminal,12/27/2017,0900 - 1000,31,75,2327,10,39
HNL,Main Overseas Terminal,12/27/2017,1000 - 1100,12,32,487,2,34
HNL,Main Overseas Terminal,12/27/2017,1100 - 1200,9,20,358,1,23
HNL,Main Overseas Terminal,12/27/2017,1300 - 1400,15,30,261,1,16
HNL,Main Overseas Terminal,12/28/2017,0500 - 0600,10,28,189,1,13
HNL,Main Overseas Terminal,12/28/2017,0600 - 0700,18,48,832,3,20
HNL,Main Overseas Terminal,12/28/2017,0700 - 0800,10,25,1113,5,36
HNL,Main Overseas Terminal,12/28/2017,0800 - 0900,18,60,2710,11,41
HNL,Main Overseas Terminal,12/28/2017,0900 - 1000,30,52,1638,7,41
HNL,Main Overseas Terminal,12/28/2017,1000 - 1100,12,32,1238,5,42
HNL,Main Overseas Terminal,12/28/2017,1100 - 1200,6,17,783,3,32
HNL,Main Overseas Terminal,12/28/2017,1300 - 1400,27,40,272,1,17
HNL,Main Overseas Terminal,12/28/2017,1600 - 1700,14,33,251,2,10
HNL,Main Overseas Terminal,12/28/2017,2300 - 0000,19,35,114,1,4
HNL,Main Overseas Terminal,12/29/2017,0300 - 0400,11,25,88,1,4
HNL,Main Overseas Terminal,12/29/2017,0600 - 0700,29,93,1644,6,28
HNL,Main Overseas Terminal,12/29/2017,0700 - 0800,43,84,1691,7,36
HNL,Main Overseas Terminal,12/29/2017,0800 - 0900,41,89,2185,9,43
HNL,Main Overseas Terminal,12/29/2017,0900 - 1000,46,86,2004,8,45
HNL,Main Overseas Terminal,12/29/2017,1000 - 1100,29,62,1028,4,40
HNL,Main Overseas Terminal,12/29/2017,1100 - 1200,11,24,609,2,40
HNL,Main Overseas Terminal,12/30/2017,0500 - 0600,9,26,157,1,15
HNL,Main Overseas Terminal,12/30/2017,0600 - 0700,6,18,571,2,20
HNL,Main Overseas Terminal,12/30/2017,0700 - 0800,18,59,2169,9,41
HNL,Main Overseas Terminal,12/30/2017,0800 - 0900,19,38,1722,7,42
HNL,Main Overseas Terminal,12/30/2017,0900 - 1000,19,53,1877,8,43
HNL,Main Overseas Terminal,12/30/2017,1000 - 1100,9,23,1020,4,37
HNL,Main Overseas Terminal,12/30/2017,1100 - 1200,7,23,1421,5,41
HNL,Main Overseas Terminal,12/30/2017,1500 - 1600,5,17,65,1,7
HNL,Main Overseas Terminal,12/30/2017,1600 - 1700,15,47,192,1,8
HNL,Main Overseas Terminal,12/31/2017,0000 - 0100,13,32,117,1,9
HNL,Main Overseas Terminal,12/31/2017,0500 - 0600,22,61,550,2,15
HNL,Main Overseas Terminal,12/31/2017,0600 - 0700,9,26,910,3,17
HNL,Main Overseas Terminal,12/31/2017,0700 - 0800,8,23,1130,5,37
HNL,Main Overseas Terminal,12/31/2017,0800 - 0900,18,69,2454,11,37
HNL,Main Overseas Terminal,12/31/2017,0900 - 1000,27,57,1253,6,36
HNL,Main Overseas Terminal,12/31/2017,1000 - 1100,9,32,1649,7,34
HNL,Main Overseas Terminal,12/31/2017,1300 - 1400,8,19,220,1,14
HNL,Main Overseas Terminal,12/31/2017,1800 - 1900,20,52,76,2,3
HNL,Main Overseas Terminal,12/31/2017,2000 - 2100,1,3,9,1,1
HNL,Main Overseas Terminal,1/1/2018,0200 - 0300,18,39,136,1,4
HNL,Main Overseas Terminal,1/1/2018,0600 - 0700,13,38,892,3,17
HNL,Main Overseas Terminal,1/1/2018,0700 - 0800,21,50,1845,8,34
HNL,Main Overseas Terminal,1/1/2018,0800 - 0900,32,84,2018,8,36
HNL,Main Overseas Terminal,1/1/2018,0900 - 1000,36,65,1559,7,37
HNL,Main Overseas Terminal,1/1/2018,1000 - 1100,18,45,899,4,36
HNL,Main Overseas Terminal,1/1/2018,1100 - 1200,18,63,1130,4,29
HNL,Main Overseas Terminal,1/1/2018,1500 - 1600,19,62,136,1,5
HNL,Main Overseas Terminal,1/2/2018,0500 - 0600,10,22,231,1,11
HNL,Main Overseas Terminal,1/2/2018,0600 - 0700,30,91,1510,7,21
HNL,Main Overseas Terminal,1/2/2018,0700 - 0800,32,71,1251,5,29
HNL,Main Overseas Terminal,1/2/2018,0800 - 0900,30,76,2319,10,34
HNL,Main Overseas Terminal,1/2/2018,0900 - 1000,35,79,1994,8,38
HNL,Main Overseas Terminal,1/2/2018,1000 - 1100,31,51,507,2,29
HNL,Main Overseas Terminal,1/2/2018,1100 - 1200,8,23,349,2,23
HNL,Main Overseas Terminal,1/2/2018,1600 - 1700,12,32,147,1,7
HNL,Main Overseas Terminal,1/3/2018,0200 - 0300,14,31,163,2,6
HNL,Main Overseas Terminal,1/3/2018,0600 - 0700,5,17,267,1,14
HNL,Main Overseas Terminal,1/3/2018,0700 - 0800,16,46,1332,6,32
HNL,Main Overseas Terminal,1/3/2018,0800 - 0900,17,44,2528,10,41
HNL,Main Overseas Terminal,1/3/2018,0900 - 1000,23,58,1950,8,38
HNL,Main Overseas Terminal,1/3/2018,1000 - 1100,10,24,832,3,35
HNL,Main Overseas Terminal,1/3/2018,1100 - 1200,8,27,885,3,25
HNL,Main Overseas Terminal,1/3/2018,1300 - 1400,14,29,274,1,13
HNL,Main Overseas Terminal,1/4/2018,0600 - 0700,19,63,1136,4,17
HNL,Main Overseas Terminal,1/4/2018,0700 - 0800,24,66,1419,7,32
HNL,Main Overseas Terminal,1/4/2018,0800 - 0900,30,80,2280,9,43
HNL,Main Overseas Terminal,1/4/2018,0900 - 1000,34,71,1705,7,44
HNL,Main Overseas Terminal,1/4/2018,1000 - 1100,13,33,506,2,31
HNL,Main Overseas Terminal,1/4/2018,1100 - 1200,5,21,788,4,27
HNL,Main Overseas Terminal,1/4/2018,1200 - 1300,6,16,262,1,27
HNL,Main Overseas Terminal,1/4/2018,1400 - 1500,5,19,279,1,12
HNL,Main Overseas Terminal,1/4/2018,1600 - 1700,8,33,214,1,8
HNL,Main Overseas Terminal,1/4/2018,2200 - 2300,34,49,166,1,6
HNL,Main Overseas Terminal,1/5/2018,0300 - 0400,17,40,166,1,4
HNL,Main Overseas Terminal,1/5/2018,0600 - 0700,21,69,1490,5,26
HNL,Main Overseas Terminal,1/5/2018,0700 - 0800,34,70,1235,6,30
HNL,Main Overseas Terminal,1/5/2018,0800 - 0900,26,58,1552,7,35
HNL,Main Overseas Terminal,1/5/2018,0900 - 1000,29,73,2517,10,37
HNL,Main Overseas Terminal,1/5/2018,1000 - 1100,12,45,1096,4,35
HNL,Main Overseas Terminal,1/5/2018,1100 - 1200,9,27,844,3,28
HNL,Main Overseas Terminal,1/6/2018,0600 - 0700,10,35,846,3,23
HNL,Main Overseas Terminal,1/6/2018,0700 - 0800,13,34,1416,6,39
HNL,Main Overseas Terminal,1/6/2018,0800 - 0900,24,69,2494,10,46
HNL,Main Overseas Terminal,1/6/2018,0900 - 1000,21,47,1751,7,42
HNL,Main Overseas Terminal,1/6/2018,1000 - 1100,11,28,1547,6,40
HNL,Main Overseas Terminal,1/6/2018,1100 - 1200,10,24,789,3,33
HNL,Main Overseas Terminal,1/6/2018,1200 - 1300,5,18,521,2,28
HNL,Main Overseas Terminal,1/6/2018,1500 - 1600,20,59,230,1,6
HNL,Main Overseas Terminal,1/6/2018,1800 - 1900,5,7,46,1,0
HNL,Main Overseas Terminal,1/7/2018,0100 - 0200,13,37,121,1,3
HNL,Main Overseas Terminal,1/7/2018,0500 - 0600,10,23,275,1,23
HNL,Main Overseas Terminal,1/7/2018,0600 - 0700,10,24,646,2,24
HNL,Main Overseas Terminal,1/7/2018,0700 - 0800,14,51,1820,8,34
HNL,Main Overseas Terminal,1/7/2018,0800 - 0900,26,65,1608,6,42
HNL,Main Overseas Terminal,1/7/2018,0900 - 1000,28,65,2448,10,42
HNL,Main Overseas Terminal,1/7/2018,1000 - 1100,22,48,1136,4,45
HNL,Main Overseas Terminal,1/7/2018,1100 - 1200,6,18,283,1,35
HNL,Main Overseas Terminal,1/7/2018,1300 - 1400,12,27,301,1,17
HNL,Main Overseas Terminal,1/7/2018,1400 - 1500,9,15,8,1,1
IAH,IAB,12/14/2017,0100 - 0200,8,18,43,1,3
IAH,IAB,12/14/2017,0400 - 0500,12,40,211,1,16
IAH,IAB,12/14/2017,0500 - 0600,20,85,926,5,15
IAH,IAB,12/14/2017,0600 - 0700,27,65,157,1,16
IAH,IAB,12/14/2017,0700 - 0800,26,70,599,6,16
IAH,IAB,12/14/2017,0800 - 0900,18,48,323,5,14
IAH,IAB,12/14/2017,0900 - 1000,19,81,597,7,17
IAH,IAB,12/14/2017,1000 - 1100,23,92,644,10,19
IAH,IAB,12/14/2017,1100 - 1200,25,58,234,3,10
IAH,IAB,12/14/2017,1200 - 1300,17,41,266,2,12
IAH,IAB,12/14/2017,1300 - 1400,17,46,1191,9,32
IAH,IAB,12/14/2017,1400 - 1500,23,70,1634,9,36
IAH,IAB,12/14/2017,1500 - 1600,23,88,1080,8,21
IAH,IAB,12/14/2017,1600 - 1700,30,77,499,5,20
IAH,IAB,12/14/2017,1700 - 1800,18,79,896,8,18
IAH,IAB,12/14/2017,1800 - 1900,29,104,776,6,17
IAH,IAB,12/14/2017,1900 - 2000,34,87,769,5,20
IAH,IAB,12/14/2017,2000 - 2100,7,15,43,1,6
IAH,IAB,12/14/2017,2100 - 2200,29,67,478,3,9
IAH,IAB,12/14/2017,2200 - 2300,11,21,83,1,7
IAH,IAB,12/15/2017,0400 - 0500,12,41,367,2,17
IAH,IAB,12/15/2017,0500 - 0600,16,48,913,5,17
IAH,IAB,12/15/2017,0600 - 0700,17,46,516,3,10
IAH,IAB,12/15/2017,0700 - 0800,18,56,557,8,11
IAH,IAB,12/15/2017,0800 - 0900,13,27,156,2,9
IAH,IAB,12/15/2017,0900 - 1000,16,58,328,6,11
IAH,IAB,12/15/2017,1000 - 1100,25,81,1040,11,16
IAH,IAB,12/15/2017,1100 - 1200,32,49,172,2,17
IAH,IAB,12/15/2017,1200 - 1300,13,44,438,4,14
IAH,IAB,12/15/2017,1300 - 1400,15,50,1362,6,29
IAH,IAB,12/15/2017,1400 - 1500,16,56,1061,9,27
IAH,IAB,12/15/2017,1500 - 1600,14,51,1024,7,24
IAH,IAB,12/15/2017,1600 - 1700,25,108,910,7,17
IAH,IAB,12/15/2017,1700 - 1800,26,115,1167,11,20
IAH,IAB,12/15/2017,1800 - 1900,34,94,766,6,17
IAH,IAB,12/15/2017,1900 - 2000,41,91,560,4,14
IAH,IAB,12/15/2017,2000 - 2100,31,50,88,1,8
IAH,IAB,12/15/2017,2100 - 2200,34,84,684,4,9
IAH,IAB,12/15/2017,2200 - 2300,22,36,93,1,9
IAH,IAB,12/16/2017,0400 - 0500,9,31,206,1,16
IAH,IAB,12/16/2017,0500 - 0600,15,65,1009,6,17
IAH,IAB,12/16/2017,0600 - 0700,16,37,238,1,14
IAH,IAB,12/16/2017,0700 - 0800,21,69,778,8,11
IAH,IAB,12/16/2017,0800 - 0900,33,68,181,3,11
IAH,IAB,12/16/2017,0900 - 1000,21,76,444,7,14
IAH,IAB,12/16/2017,1000 - 1100,27,84,796,11,21
IAH,IAB,12/16/2017,1100 - 1200,21,47,234,2,17
IAH,IAB,12/16/2017,1200 - 1300,10,28,523,4,13
IAH,IAB,12/16/2017,1300 - 1400,15,42,946,5,26
IAH,IAB,12/16/2017,1400 - 1500,16,54,1744,12,31
IAH,IAB,12/16/2017,1500 - 1600,15,52,1430,8,25
IAH,IAB,12/16/2017,1600 - 1700,16,71,860,7,25
IAH,IAB,12/16/2017,1700 - 1800,15,63,1204,13,18
IAH,IAB,12/16/2017,1800 - 1900,20,63,1367,10,20
IAH,IAB,12/16/2017,1900 - 2000,25,87,890,6,14
IAH,IAB,12/16/2017,2000 - 2100,9,42,68,1,3
IAH,IAB,12/16/2017,2100 - 2200,12,34,497,2,10
IAH,IAB,12/16/2017,2300 - 0000,7,16,90,1,10
IAH,IAB,12/17/2017,0400 - 0500,22,67,369,2,14
IAH,IAB,12/17/2017,0500 - 0600,12,39,455,3,13
IAH,IAB,12/17/2017,0600 - 0700,12,33,560,3,13
IAH,IAB,12/17/2017,0700 - 0800,11,33,543,7,12
IAH,IAB,12/17/2017,0800 - 0900,8,18,119,1,11
IAH,IAB,12/17/2017,0900 - 1000,12,86,1085,9,26
IAH,IAB,12/17/2017,1000 - 1100,12,63,1114,16,28
IAH,IAB,12/17/2017,1200 - 1300,8,18,391,4,19
IAH,IAB,12/17/2017,1300 - 1400,16,59,1029,6,34
IAH,IAB,12/17/2017,1400 - 1500,19,69,1933,11,39
IAH,IAB,12/17/2017,1500 - 1600,14,51,1030,8,26
IAH,IAB,12/17/2017,1600 - 1700,21,58,1271,9,27
IAH,IAB,12/17/2017,1700 - 1800,13,42,923,8,17
IAH,IAB,12/17/2017,1800 - 1900,13,49,1164,8,20
IAH,IAB,12/17/2017,1900 - 2000,25,88,472,3,12
IAH,IAB,12/17/2017,2000 - 2100,24,65,186,1,9
IAH,IAB,12/17/2017,2100 - 2200,21,72,461,3,6
IAH,IAB,12/17/2017,2200 - 2300,14,29,98,1,6
IAH,IAB,12/17/2017,2300 - 0000,5,9,34,1,6
IAH,IAB,12/18/2017,0400 - 0500,27,67,511,3,13
IAH,IAB,12/18/2017,0500 - 0600,32,71,533,3,15
IAH,IAB,12/18/2017,0600 - 0700,12,29,194,1,14
IAH,IAB,12/18/2017,0700 - 0800,15,40,353,4,12
IAH,IAB,12/18/2017,0800 - 0900,13,30,204,3,11
IAH,IAB,12/18/2017,0900 - 1000,22,76,644,6,20
IAH,IAB,12/18/2017,1000 - 1100,18,60,581,9,20
IAH,IAB,12/18/2017,1100 - 1200,9,21,158,2,16
IAH,IAB,12/18/2017,1200 - 1300,16,47,667,7,19
IAH,IAB,12/18/2017,1300 - 1400,10,35,781,6,27
IAH,IAB,12/18/2017,1400 - 1500,21,81,2174,14,31
IAH,IAB,12/18/2017,1500 - 1600,19,66,727,5,20
IAH,IAB,12/18/2017,1600 - 1700,20,76,741,6,17
IAH,IAB,12/18/2017,1700 - 1800,13,37,861,9,18
IAH,IAB,12/18/2017,1800 - 1900,15,54,886,6,22
IAH,IAB,12/18/2017,1900 - 2000,11,34,302,3,15
IAH,IAB,12/18/2017,2100 - 2200,25,67,567,4,8
IAH,IAB,12/18/2017,2300 - 0000,13,27,149,1,7
IAH,IAB,12/19/2017,0500 - 0600,12,51,815,5,17
IAH,IAB,12/19/2017,0600 - 0700,7,25,199,1,17
IAH,IAB,12/19/2017,0700 - 0800,12,45,346,3,10
IAH,IAB,12/19/2017,0800 - 0900,16,41,293,4,11
IAH,IAB,12/19/2017,0900 - 1000,9,33,197,3,14
IAH,IAB,12/19/2017,1000 - 1100,17,85,846,14,18
IAH,IAB,12/19/2017,1100 - 1200,13,53,374,4,20
IAH,IAB,12/19/2017,1200 - 1300,10,32,366,4,14
IAH,IAB,12/19/2017,1300 - 1400,14,53,543,3,29
IAH,IAB,12/19/2017,1400 - 1500,17,68,2115,12,34
IAH,IAB,12/19/2017,1500 - 1600,23,87,1255,7,30
IAH,IAB,12/19/2017,1600 - 1700,36,111,1095,10,28
IAH,IAB,12/19/2017,1700 - 1800,29,83,793,9,21
IAH,IAB,12/19/2017,1800 - 1900,19,50,674,6,22
IAH,IAB,12/19/2017,1900 - 2000,23,60,468,3,22
IAH,IAB,12/19/2017,2000 - 2100,13,25,216,1,14
IAH,IAB,12/19/2017,2100 - 2200,26,72,365,2,7
IAH,IAB,12/19/2017,2200 - 2300,36,56,95,1,7
IAH,IAB,12/20/2017,0000 - 0100,17,43,77,1,3
IAH,IAB,12/20/2017,0400 - 0500,21,52,370,2,18
IAH,IAB,12/20/2017,0500 - 0600,22,50,974,6,18
IAH,IAB,12/20/2017,0600 - 0700,12,30,122,1,6
IAH,IAB,12/20/2017,0700 - 0800,31,78,686,7,17
IAH,IAB,12/20/2017,0800 - 0900,26,76,376,4,18
IAH,IAB,12/20/2017,0900 - 1000,16,106,449,5,23
IAH,IAB,12/20/2017,1000 - 1100,24,77,900,10,20
IAH,IAB,12/20/2017,1100 - 1200,20,40,232,4,13
IAH,IAB,12/20/2017,1200 - 1300,9,26,268,3,12
IAH,IAB,12/20/2017,1300 - 1400,10,32,389,3,15
IAH,IAB,12/20/2017,1400 - 1500,25,80,2809,16,35
IAH,IAB,12/20/2017,1500 - 1600,21,75,910,8,24
IAH,IAB,12/20/2017,1600 - 1700,20,105,1068,10,29
IAH,IAB,12/20/2017,1700 - 1800,22,112,1314,12,33
IAH,IAB,12/20/2017,1800 - 1900,20,72,1122,9,25
IAH,IAB,12/20/2017,1900 - 2000,32,91,717,9,17
IAH,IAB,12/20/2017,2100 - 2200,22,55,504,3,12
IAH,IAB,12/20/2017,2200 - 2300,7,16,93,1,10
IAH,IAB,12/21/2017,0400 - 0500,33,83,626,5,17
IAH,IAB,12/21/2017,0500 - 0600,32,72,626,4,17
IAH,IAB,12/21/2017,0600 - 0700,12,37,421,2,11
IAH,IAB,12/21/2017,0700 - 0800,17,49,945,8,19
IAH,IAB,12/21/2017,0800 - 0900,14,46,285,3,16
IAH,IAB,12/21/2017,0900 - 1000,16,49,331,3,22
IAH,IAB,12/21/2017,1000 - 1100,17,57,861,14,22
IAH,IAB,12/21/2017,1100 - 1200,11,33,478,5,19
IAH,IAB,12/21/2017,1200 - 1300,14,41,450,4,21
IAH,IAB,12/21/2017,1300 - 1400,14,43,984,5,37
IAH,IAB,12/21/2017,1400 - 1500,19,132,1207,10,28
IAH,IAB,12/21/2017,1500 - 1600,13,78,1425,11,32
IAH,IAB,12/21/2017,1600 - 1700,23,77,1520,11,34
IAH,IAB,12/21/2017,1700 - 1800,15,60,809,8,24
IAH,IAB,12/21/2017,1800 - 1900,11,45,1527,15,29
IAH,IAB,12/21/2017,1900 - 2000,16,45,761,5,20
IAH,IAB,12/21/2017,2000 - 2100,10,23,276,2,18
IAH,IAB,12/21/2017,2100 - 2200,19,51,564,4,8
IAH,IAB,12/21/2017,2200 - 2300,31,53,217,2,9
IAH,IAB,12/22/2017,0400 - 0500,19,74,484,4,18
IAH,IAB,12/22/2017,0500 - 0600,32,74,807,5,18
IAH,IAB,12/22/2017,0600 - 0700,20,51,757,4,19
IAH,IAB,12/22/2017,0700 - 0800,13,37,529,6,18
IAH,IAB,12/22/2017,0800 - 0900,14,44,367,4,15
IAH,IAB,12/22/2017,0900 - 1000,21,68,553,7,15
IAH,IAB,12/22/2017,1000 - 1100,29,68,716,11,16
IAH,IAB,12/22/2017,1100 - 1200,10,20,80,1,12
IAH,IAB,12/22/2017,1200 - 1300,11,30,543,5,17
IAH,IAB,12/22/2017,1300 - 1400,17,58,1066,7,32
IAH,IAB,12/22/2017,1400 - 1500,15,41,1375,9,36
IAH,IAB,12/22/2017,1500 - 1600,10,36,726,8,21
IAH,IAB,12/22/2017,1600 - 1700,25,92,1669,11,26
IAH,IAB,12/22/2017,1700 - 1800,25,85,1125,14,22
IAH,IAB,12/22/2017,1800 - 1900,25,69,1361,9,26
IAH,IAB,12/22/2017,1900 - 2000,29,80,1131,8,20
IAH,IAB,12/22/2017,2000 - 2100,25,37,70,1,11
IAH,IAB,12/22/2017,2100 - 2200,10,20,128,1,10
IAH,IAB,12/22/2017,2200 - 2300,19,48,558,4,11
IAH,IAB,12/22/2017,2300 - 0000,18,33,142,1,11
IAH,IAB,12/23/2017,0400 - 0500,22,49,498,3,19
IAH,IAB,12/23/2017,0500 - 0600,20,61,1262,8,20
IAH,IAB,12/23/2017,0600 - 0700,10,24,201,1,11
IAH,IAB,12/23/2017,0700 - 0800,24,82,703,7,14
IAH,IAB,12/23/2017,0800 - 0900,38,66,306,3,14
IAH,IAB,12/23/2017,0900 - 1000,11,31,301,4,16
IAH,IAB,12/23/2017,1000 - 1100,21,67,1013,14,22
IAH,IAB,12/23/2017,1100 - 1200,8,22,336,5,18
IAH,IAB,12/23/2017,1200 - 1300,16,32,279,2,13
IAH,IAB,12/23/2017,1300 - 1400,11,38,1093,6,30
IAH,IAB,12/23/2017,1400 - 1500,16,54,2070,13,33
IAH,IAB,12/23/2017,1500 - 1600,16,43,1601,11,33
IAH,IAB,12/23/2017,1600 - 1700,15,38,1087,8,27
IAH,IAB,12/23/2017,1700 - 1800,15,71,1466,14,25
IAH,IAB,12/23/2017,1800 - 1900,11,42,1431,13,25
IAH,IAB,12/23/2017,1900 - 2000,15,78,1393,11,30
IAH,IAB,12/23/2017,2000 - 2100,13,28,209,1,14
IAH,IAB,12/23/2017,2100 - 2200,11,25,220,1,9
IAH,IAB,12/23/2017,2200 - 2300,20,29,88,1,9
IAH,IAB,12/24/2017,0400 - 0500,27,63,430,5,16
IAH,IAB,12/24/2017,0500 - 0600,27,68,1145,7,18
IAH,IAB,12/24/2017,0700 - 0800,11,34,485,5,11
IAH,IAB,12/24/2017,0800 - 0900,12,33,266,5,11
IAH,IAB,12/24/2017,0900 - 1000,8,52,254,4,14
IAH,IAB,12/24/2017,1000 - 1100,10,36,767,16,13
IAH,IAB,12/24/2017,1100 - 1200,10,26,211,3,13
IAH,IAB,12/24/2017,1200 - 1300,6,22,375,4,17
IAH,IAB,12/24/2017,1300 - 1400,13,37,938,5,34
IAH,IAB,12/24/2017,1400 - 1500,18,51,1732,13,35
IAH,IAB,12/24/2017,1500 - 1600,10,34,722,7,23
IAH,IAB,12/24/2017,1600 - 1700,10,51,837,10,23
IAH,IAB,12/24/2017,1700 - 1800,15,73,1080,15,21
IAH,IAB,12/24/2017,1800 - 1900,9,29,692,10,21
IAH,IAB,12/24/2017,1900 - 2000,15,35,342,2,20
IAH,IAB,12/24/2017,2000 - 2100,7,19,319,4,10
IAH,IAB,12/24/2017,2200 - 2300,6,14,314,3,11
IAH,IAB,12/25/2017,0400 - 0500,38,82,710,7,18
IAH,IAB,12/25/2017,0500 - 0600,33,67,718,4,20
IAH,IAB,12/25/2017,0600 - 0700,9,22,107,1,14
IAH,IAB,12/25/2017,0700 - 0800,15,48,432,6,15
IAH,IAB,12/25/2017,0800 - 0900,16,35,314,4,11
IAH,IAB,12/25/2017,0900 - 1000,13,42,419,7,14
IAH,IAB,12/25/2017,1000 - 1100,24,54,628,11,16
IAH,IAB,12/25/2017,1100 - 1200,10,18,85,1,14
IAH,IAB,12/25/2017,1200 - 1300,9,23,283,3,12
IAH,IAB,12/25/2017,1300 - 1400,12,40,884,8,31
IAH,IAB,12/25/2017,1400 - 1500,12,33,1003,8,34
IAH,IAB,12/25/2017,1500 - 1600,13,74,914,7,29
IAH,IAB,12/25/2017,1600 - 1700,11,48,1223,11,30
IAH,IAB,12/25/2017,1700 - 1800,9,27,830,12,24
IAH,IAB,12/25/2017,1800 - 1900,9,29,1108,13,21
IAH,IAB,12/25/2017,1900 - 2000,16,51,359,5,9
IAH,IAB,12/25/2017,2000 - 2100,2,11,58,1,6
IAH,IAB,12/25/2017,2100 - 2200,8,22,244,2,9
IAH,IAB,12/25/2017,2200 - 2300,13,31,495,3,10
IAH,IAB,12/26/2017,0400 - 0500,42,96,651,6,16
IAH,IAB,12/26/2017,0500 - 0600,55,101,1052,6,20
IAH,IAB,12/26/2017,0600 - 0700,27,52,192,1,17
IAH,IAB,12/26/2017,0700 - 0800,19,56,366,4,18
